Battid,Discharged_ID,Charged_ID,Reduced_Cell_Formula,Type,Spacegroup,Average_Voltage,Capacity_Grav,Capacity_Vol,Specific_E_Wh/kg,E Density Wh/l,Stability Charge,Stability Discharge
mp-300767590,mp-766005,mp-763567,V(CO3)2,intercalation,P2_1/c,2.51821553,144.99726170439288,338.10908162066124,365.1343562314764,851.4315401711867,0.0771778740000002,0.07611478267045424
mp-300775153,mp-775153,mp-752830,FeOF3,intercalation,P-1,2.5947456850000004,179.0793466819263,587.788002280954,464.6653620755475,1525.1603826132755,0.07599092873015856,0.08567338875000008
mp-300770158,mp-755509,mp-774250,MnAlO3,intercalation,P-1,2.518173230000003,195.83311823239228,639.0676458021617,493.14171588023584,1609.2830378181272,0.0543674951250015,0.07770014124999935
mp-300774315,mp-774315,mp-763517,Ti3Co3(NiO8)2,intercalation,P1,2.58870419,210.70684995211388,866.2649061091013,545.4577053327383,2242.5035920945866,0.05712205937500059,0.12518061772058875
mp-300776064,mp-776064,mp-776659,VPO4F,intercalation,Pnma,2.5475182149999904,149.9020800358435,455.29943226458465,381.87827935769775,1159.8835969731833,0.06116955421874959,0.012934407983177463
mp-300019377,mp-19377,mp-25202,La2MoO6,intercalation,P2_1/c,2.5810658400000017,56.22432961099949,339.28268301408195,145.11869653585137,875.7109432311956,0.059277114444441274,0.0021604033333328947
mp-300765619,mp-752667,mp-756145,NbFe5O12,intercalation,Cm,2.515323410000001,88.48729513189373,371.29666028819344,222.57416493283145,933.9311816777107,0.091885153295455,0.059157255937501325
mp-300769791,mp-755593,mp-764768,CoO3,intercalation,Cc,2.565888359999996,99.48923031065833,270.6853768482361,255.278257999477,694.5484576771014,0.07796808866666627,0.02677757895833288
mp-300777312,mp-777312,mp-759095,Sn2P4H3O16,intercalation,P1,2.5547277066666663,124.06308014549623,378.68762452298853,316.94738822210644,967.443766540662,0.04047603490384777,0.06576228314655275
mp-300764005,mp-756307,mp-782720,TiV3O8,intercalation,C2/m,2.5157254499999984,225.5696146750184,878.1054634694124,567.4712203846368,2209.0722622340445,0.10342584865384552,0.0324161834166663
mp-300766823,mp-766823,mp-759812,Ti11O24,intercalation,C2/m,2.500026246666668,83.83238688220884,294.6105453117577,209.58316752623656,736.5340958241737,0.057554721410257415,0.0
mp-300776487,mp-755507,mp-777235,V5CuO12,intercalation,C2,2.5985737549999977,102.27069345379822,346.74940719632355,265.7579399146901,901.0539091021736,0.03163412388888709,0.09139699950000058
mp-300765840,mp-765840,mp-774635,V3Co(PO4)4,intercalation,Pm,2.5270012175000014,173.0782904444497,592.8467414418802,437.36905067594324,1498.1244374145401,0.03869505729166356,0.07480488647619055
mp-300769826,mp-756675,mp-753126,Fe3(SnO5)2,intercalation,P-1,2.586488740000001,89.38982263065098,436.51419166799826,231.20576970477603,1129.0390415994798,0.07059267861110996,0.013476894500000114
mp-300763525,mp-16955,mp-758545,K2FeO4,intercalation,P1,2.5833807699999993,303.73744517309916,817.33460757422,784.6694749891133,2111.4865078627354,0.057261034778226076,-8.881784197001252e-16
mp-300763841,mp-759976,mp-17502,SrVPO6,intercalation,P2_1/c,2.5373674925000045,98.36393182770092,362.0753886018992,249.58544305409484,918.7183208727656,0.0,0.07426879091666637
mp-300775533,mp-759274,mp-757617,Mn2V5O12,intercalation,C2,2.5144483349999907,90.65559242404095,377.324507272133,227.94880342906762,948.762979065107,0.11819261386363422,0.0729387861956532
mp-300771573,mp-768559,mp-850780,V2Sn(PO4)3,intercalation,C2,2.5576145299999884,103.2038719037704,339.2479485734028,263.9557223333407,867.6654825440237,0.0531903727083316,0.057861577687500436
mp-300767939,mp-753952,mp-767706,V2F7,intercalation,P-1,2.583731730000012,107.74299703738018,293.1225189011615,278.37900013077643,757.3499528624591,0.0787341295000008,0.06826734083333275
mp-300766846,mp-753250,mp-863354,CoSn(PO4)2,intercalation,P2_1/m,2.5543015474999966,140.51762161357632,525.7108930976458,358.92437833857696,1342.824147776922,0.04266771666666447,0.08839447288690483
mp-300775791,mp-756002,mp-753225,TiFe2O5,intercalation,P1,2.5627812649999915,105.75246748638786,461.4821948370633,271.02044240163553,1182.6779230595016,0.06993538024801538,0.026711140500000674
mp-300761289,mp-752553,mp-772100,CrSn(PO4)2,intercalation,P2_1/m,2.560464439999998,143.12030216172644,513.0410592921806,366.4544443271554,1313.6233885775591,0.05478037447916595,0.0638422228809521
mp-300777141,mp-776436,mp-776347,V2C4SO16,intercalation,Fd3,2.5536496975,111.759643113986,296.38979747898253,285.3949788307383,756.8757166742897,0.06657240814814802,0.06670753306130184
mp-300773233,mp-754679,mp-753077,V2Fe3O10,intercalation,P-1,2.525240939999997,115.49450828080073,473.8599505466909,291.6514606558467,1196.6105469468778,0.06396598809027765,0.033176335124999845
mp-300777360,mp-555660,mp-19457,V6O13,intercalation,P1,2.5649795946153833,162.44853969378485,586.7026604387329,416.67718948962516,1504.8803521319076,0.023260175263159155,0.06495712202381121
mp-300779968,mp-755828,mp-756483,V4CrCuO12,intercalation,C2,2.596265675000006,102.065327526392,350.32982987916154,264.98870646440486,909.5493122438584,0.030856148680554082,0.09875520049999853
mp-300776857,mp-774924,mp-777531,Ti3Nb2Cr3O16,intercalation,Cm,2.583526700000001,139.38117271942403,587.5370811919989,360.0949811979438,1517.9177364995983,0.0956563962351158,0.049429172410713214
mp-300773195,mp-770823,mp-757910,NiSn(PO4)2,intercalation,P2_1/m,2.533249372500003,140.6060081227386,532.8540090367762,356.1900818466578,1349.8520840265246,0.03527846986111083,0.11677793535714275
mp-300026549,mp-26549,mp-26550,Nb(PO3)4,intercalation,Pbcn,2.515029092500009,64.46767207776819,165.69865906163903,162.1380708013375,416.7369481282624,0.0216883608347338,0.06265276949470877
mp-300004711,mp-760590,mp-752615,CuO2,intercalation,Immm,2.5611688099999985,163.28408488523957,585.6604891801409,418.19810537746775,1499.9753781375186,0.03008017615384606,0.022672047142856755
mp-300778433,mp-778530,mp-778446,Cr2(PS4)3,intercalation,P2_1/c,2.5943921858333363,133.44771291393442,293.46462205508436,346.2157036012419,761.3623222782443,0.07383434934742628,0.036469496302082405
mp-300774408,mp-774408,mp-757051,Mn3Cr3(NiO8)2,intercalation,P1,2.515304728333332,210.59596244949176,879.9836181598841,529.7130201171154,2213.42695561343,0.05110353092261821,0.09638073941176373
mp-300765603,mp-752570,mp-763922,FeCo3O8,intercalation,R-3m,2.5906917549999955,138.00834793553926,638.1577978155892,357.5370891177722,1653.270145189801,0.061013785334821165,0.07134016116666597
mp-300018925,mp-754280,mp-776004,CoO4,intercalation,P4_2/nmc,2.5988061875,325.701838462466,874.3959257479522,846.4359530763822,2272.385542158569,0.0615411577037035,0.019118517625000383
mp-300761715,mp-757868,mp-761245,K2CoO4,intercalation,P2_1/c,2.5123555375000004,120.7543800491105,351.52255782858737,303.3779353937623,883.1496447168158,0.011534306006172557,0.0
mp-300026767,mp-26767,Material,Nb(PO3)4,intercalation,C2/c,2.548635229999996,64.46767207776819,192.95320244598304,164.30458025348705,491.76732949515383,0.03293828848179192,0.07141069352248586
mp-300765272,mp-761104,mp-764744,V2OF5,intercalation,P1,2.5656271800000003,236.39006845019279,788.3934174150728,606.4887846978752,2022.7235802531961,0.0011231750000000318,0.049594808333334406
mp-300778830,mp-778830,mp-759038,Ti2Fe3Co3O16,intercalation,P1,2.5374231799999984,210.07891534531757,868.0563319413187,533.0591094264662,2202.626258213675,0.076633869538691,0.09417226316176563
mp-300850443,mp-849639,mp-760930,V2OF5,intercalation,P1,2.5834745200000038,121.92721892571991,410.65606922163175,314.99586338905965,1060.9194913174438,0.003341480000000452,0.10391246944444532
mp-300772244,mp-754391,mp-753168,TiFeO4,intercalation,P2/m,2.583498345000006,98.39472145143348,383.22092215115134,254.202600026515,990.0506181468756,0.07757103667832332,0.042552338749999315
mp-300761398,mp-757030,mp-849773,CrPO4,intercalation,P2_1/c,2.526473743749997,174.13910841289672,559.7255877248242,439.95788516521776,1414.1320010918039,0.06719266979166605,0.0509937057142853
mp-300770104,mp-770104,mp-19395,MnO2,intercalation,C2,2.526926150000002,75.56346320079669,312.62097272305317,190.94329114665612,789.9701110123206,0.0,0.09106461615384732
mp-300765836,mp-753080,mp-761260,V(OF)2,intercalation,Cmmm,2.537903879999995,189.06223358957772,605.7306904126277,479.8217761884548,1537.2862694332835,0.09626861000000007,0.07682557875000029
mp-300780303,mp-780303,mp-772131,Fe3SbO8,intercalation,C2/m,2.5333532400000047,60.220715476632265,275.4581208971027,152.56034466784482,697.8327230589882,0.04310097019999937,0.014041879687500371
mp-300764724,mp-758786,mp-850210,VO3F2,intercalation,C2/c,2.5729784399999933,162.72859711061702,420.4088646232981,418.6971719370627,1081.7029446606218,0.07503539277777804,0.09286138975000036
mp-300765333,mp-759593,mp-753419,Mn3O5F3,intercalation,P1,2.6827379300000027,159.2902157978551,570.138642754507,427.3339037987915,1529.5325622762373,0.07069978455356997,0.08287035499999984
mp-300540459,mp-26913,mp-26914,Cr4(PO4)3,intercalation,P-1,2.6743360050000087,53.620178278352725,171.19226160615696,143.39837336431808,457.82562899072616,0.03973211671052468,0.028050738750000196
mp-300026649,mp-26649,mp-757192,SnP2O7,intercalation,P-1,2.68047849,174.8671702833191,567.5879870403869,468.7276885516039,1521.4073904441557,0.0,0.019717192500000813
mp-300777907,mp-777279,mp-779064,FeOF5,intercalation,Cc,2.6690722700000022,132.98250494518805,398.2638964151464,354.93991634433945,1062.9951220638204,0.09695729237373828,0.09547118666666687
mp-300762613,mp-759016,mp-780866,Fe2Si2O7,intercalation,P2_1/c,2.6030535075000008,91.24256771621657,287.2931378414338,237.50928592700387,747.8394101388255,0.050954474375000565,0.050541793846154086
mp-300771175,mp-768436,mp-754048,MnBO4,intercalation,Pmnb,2.6605515949999954,186.60262616750438,581.3179306662092,496.46591468114144,1546.6263476360791,0.06865665275510137,0.10372376619791712
mp-300763834,mp-759934,mp-769604,K2MnPCO7,intercalation,P2_1/m,2.6206609049999883,90.83526787308209,233.87121435390182,238.0484353101876,612.8971482621424,0.0,0.06419936423077123
mp-300853239,mp-849320,mp-558049,Na2V3P2O13,intercalation,P2_1/c,2.661712977499996,111.06527843734092,317.54478471823484,295.6238929663208,845.2130744219679,0.0,0.06423011176136484
mp-300767296,mp-756813,mp-771949,TiMn3(PO4)4,intercalation,Pm,2.6134992225000038,172.82064166667206,570.9697823463963,451.6666126277993,1492.2290822333034,0.02113074567708395,0.08035677224785598
mp-300776625,mp-18640,mp-774537,Ti2(PO4)3,intercalation,P1,2.6430306116666724,200.27456485282372,555.9565481478745,529.3318056442354,1469.4101755113684,0.01489012384804056,0.0
mp-300770191,mp-770191,mp-770389,V2(SO4)3,intercalation,Pbcn,2.689331161250004,132.69610880221745,361.9247487105562,356.8637803784243,973.3355047348758,0.0,0.036373767862247774
mp-300763520,mp-757577,mp-766045,PWO5,intercalation,P-1,2.6227553175000016,88.81963827565053,459.93141403700236,232.95217858588916,1206.2875618508424,0.01136675749999938,0.023192950312498798
mp-300025507,mp-25447,mp-25452,CrPO4,intercalation,Pnma,2.6403972649999985,174.13910841289672,571.4643041803517,459.7964255829508,1508.8927858029278,0.03280328541666755,0.005242301785714609
mp-300773501,mp-773501,mp-753136,MnV2O6,intercalation,C2/m,2.665110614999997,97.94415569628309,387.7580161668582,261.03200902337653,1033.418004937634,0.10414646363636317,0.04602214187500042
mp-300769854,mp-756985,mp-753543,VSn(PO4)2,intercalation,P2_1/m,2.609193517499997,143.5244367784986,513.315129079667,374.4830300452967,1339.3385072293413,0.08259975281249954,0.07583286407738132
mp-300776138,mp-756109,mp-557403,FeF3,intercalation,Pbnm,2.6910506249999964,111.87682291480296,408.80969178843736,301.06619422789436,1100.1275765933303,0.0,0.061247498500001114
mp-300770627,mp-770627,mp-753432,MnFeO4,intercalation,Imma,2.6190355500000004,142.06035513750055,584.5927623191741,372.0611203507392,1531.0692267866175,0.0,0.02422431562500016
mp-300759713,mp-759713,mp-759678,Ti15O32,intercalation,R3m,2.6403852525000038,83.3953936546778,294.68343981903627,220.19596753224374,778.0778086541559,0.08606346205882609,0.014463706181818026
mp-300765102,mp-765102,mp-766396,Ti(PO3)4,intercalation,C2/c,2.682092230000017,72.30046544756605,193.04100559518562,193.91651660230164,517.7537811782373,0.03890289161764749,0.06962965203968262
mp-300570512,mp-570512,mp-571518,WCl6,intercalation,R3,2.6501633699999982,66.42267353792747,205.9237315795821,176.03093634768356,545.7315304459204,0.0019967142857133524,0.004127250486110512
mp-300771665,mp-754945,mp-753186,MnNiO4,intercalation,P2/m,2.630296489999999,93.29829984437781,416.26899898763327,245.4021906036344,1094.910886932985,0.036224350757576566,0.10497071749999964
mp-300756554,mp-756554,mp-772822,Cu3TeO8,intercalation,R-3m,2.6832243699999987,56.54354572111437,284.57610275353295,151.71901984510322,763.5815340279033,0.07627731533333383,0.122854096250002
mp-300765701,mp-765701,mp-773045,V3FeO8,intercalation,R-3m,2.6253336800000047,147.08765994489562,584.2914236949641,386.1541875657221,1533.959953561542,0.0647745425148809,0.012902431718750051
mp-300850494,mp-849784,mp-759204,Fe2C2O7,intercalation,C2,2.6670148033333243,105.24905477392024,273.07752692661893,280.7007871188852,728.3018067709471,0.07502920424242099,0.0943169306795646
mp-300765747,mp-754193,mp-780807,TiCr3O8,intercalation,R-3m,2.6143303550000008,149.05673909077743,601.6050008127391,389.6835576223346,1572.794215344544,0.08056548638889005,0.038546701999999655
mp-300769786,mp-756711,mp-758665,CrO4,intercalation,P-1,2.601269132500001,372.8702163415274,964.3366577783277,969.9357841978128,2508.499181216981,0.050144201190475364,0.018911452777777168
mp-300772068,mp-756161,mp-755872,Co4TeO8,intercalation,C2/m,2.67119167666666,156.99364091745088,826.1557251168841,419.3601069082891,2206.8202965627297,0.04569372743589728,0.09522163101562596
mp-300026721,mp-26721,mp-673070,Nb(PO4)2,intercalation,P2_1/c,2.61489296,90.322456893094,271.4325509813304,236.18355665965493,709.7670666759219,0.07706805225694424,0.0596656253173089
mp-300032431,mp-26635,mp-26636,V2P3O10,intercalation,P2_1/m,2.6933400600000046,74.09060444123338,238.0811485262989,199.55119301118816,641.2334948566921,0.022074702025641102,0.034932946015625355
mp-300771991,mp-756411,mp-774500,NiO4,intercalation,Pnmm,2.653874715000001,163.08854579236686,439.4883588366595,432.81656798448233,1166.347043053458,0.03083040650000068,0.022101834090909375
mp-300699599,mp-699599,mp-780573,Ca9Co(PO4)7,intercalation,R3c,2.6982429900000047,24.557520968912982,75.8339941338338,66.26215880614758,204.6185430753185,0.0,0.01837689305512313
mp-300850116,mp-755081,mp-752908,NiO2,intercalation,P-1,2.6226602250000086,105.31261913275219,432.18779664012266,276.199217390044,1133.4817439784422,0.052215647619047616,0.044721295652173865
mp-300761399,mp-757040,mp-753999,CrPO4,intercalation,Pna2_1,2.6930159349999987,87.06955420644836,244.70023254231282,234.4796969313116,658.9816255346537,0.08120208246794647,0.05545042035714154
mp-300776566,mp-776566,mp-775967,Mn3NbCr2(PO4)6,intercalation,P1,2.671348450000005,111.75376134565731,359.82916248380553,298.53323715239213,961.229075465914,0.09418702576388682,0.10071988959247324
mp-300776322,mp-755221,mp-757641,V5CoO12,intercalation,C2,2.657846139999997,103.17876024036664,357.3205895692787,274.2332696348437,949.7031497292309,0.05888868722222185,0.09223892416666857
mp-300764346,mp-764346,mp-863368,FeSiO4,intercalation,P2_1cn,2.6904209550000013,165.6354105824061,507.751149630091,445.62897952093437,1366.0643328901378,0.010450068571427272,0.00503651406249972
mp-300026407,mp-26407,mp-757076,SnP2O7,intercalation,P2_1/c,2.6546644299999977,174.8671702833191,569.4993211738943,464.21365692587983,1511.8295908294815,0.0020210062499996795,0.025703707708334637
mp-300777934,mp-777299,mp-764977,FeOF3,intercalation,P2/c,2.6288865975,179.0793466819263,586.6874211919542,470.7792943811722,1542.3346984933655,0.091590206587302,0.09505514281249994
mp-300758115,mp-758115,mp-766434,SnP2O7,intercalation,P2_1/c,2.696460656250004,174.8671702833191,572.0980136954523,471.52244473873975,1542.6397854485626,0.0036682289999996334,0.02011035562500041
mp-300540020,mp-25825,mp-31780,Fe4(PO4)3,intercalation,C2/c,2.684805745,52.01796825979393,190.41252961539382,139.65814002712236,511.220653431392,0.01900743026315688,0.04708031337499996
mp-300540462,mp-540462,mp-26918,CrPO4,intercalation,P-1,2.6866186450000042,174.13910841289672,507.71977495432185,467.8453754857653,1364.0494138274871,0.08433393083333307,0.04280837214285693
mp-300032435,mp-26241,mp-26242,V3(P2O7)2,intercalation,P2_1/c,2.624842372500006,104.16571792316284,326.8110684298975,273.4185901666011,857.827540216794,0.02182277049450576,0.0207801855949663
mp-300032508,mp-25812,mp-27022,V2P5O16,intercalation,P2/c,2.692251643333334,150.69282168835667,405.32313426767433,405.7029968290154,1091.2318743131636,0.0,0.0029396987500014404
mp-300849676,mp-771290,mp-755489,MnO2,intercalation,Cmc2_1,2.7921842099999985,350.3897968928863,1350.7510650714846,978.3528582294236,3771.545795533279,0.028918698749999194,0.02217944599489741
mp-300031722,mp-25903,mp-31746,Cr(PO4)2,intercalation,P2_1/c,2.7408972649999948,99.37412575954409,256.3198965821369,272.37426950609995,702.5465035070607,0.0671717487499981,0.03898884499999955
mp-300767802,mp-753641,mp-752765,V(CO3)2,intercalation,P1,2.746023463333333,217.49589255658933,511.1764879215992,597.2488241390198,1403.7026297370394,0.08715985815789297,0.08023956330357153
mp-300775451,mp-774622,mp-772143,V2Cr3Sb3O16,intercalation,P1,2.7710484125000017,118.21066887055709,557.1598172480808,327.5674863143205,1543.9168270940854,0.11046316083333264,0.0970386763690465
mp-300761410,mp-757477,mp-775134,MnV3(PO4)4,intercalation,Pm,2.7727299124999907,174.20188527187312,574.4968464132606,483.0147781072143,1592.924590686961,0.031291918958331166,0.0053068389448061035
mp-300767026,mp-753625,mp-753538,MnO5F,intercalation,P1,2.7311856899999976,127.95424924346625,329.54225966370615,349.466814508448,900.0411038437775,0.09790146571428604,0.02477904133333375
mp-300850774,mp-850774,mp-754899,V4(OF3)3,intercalation,P1,2.737954465,181.26549199859505,610.0881873172078,496.29666316797517,1670.3936765089056,0.00992110218750053,0.1236244928070187
mp-300765901,mp-778208,mp-755229,V4(OF3)3,intercalation,P1,2.7251423200000042,237.9636817921377,808.5320246017043,648.4848998747686,2203.3648373173887,0.000607277812500584,0.08173368096491274
mp-300766755,mp-765579,mp-766462,FePO5,intercalation,P2_1nb,2.743598362500003,142.83553176438136,406.83352295290206,391.8833310555738,1116.1877873836895,0.06806312652777713,0.05600141499999989
mp-300762666,mp-758965,mp-763767,Fe5P3O13,intercalation,P-1,2.7983481249999835,45.65222084745129,168.06416942746858,127.75080661055048,470.3020533970363,0.05443280873015688,0.05063869556818279
mp-300775097,mp-764935,mp-32686,CoO2,intercalation,P-3m1,2.753841860000002,511.4103770184543,2016.9725055032816,1408.3433038718024,5554.423316124021,0.02068371916666667,0.13948368250000165
mp-300770958,mp-770958,mp-763729,NbFe3O8,intercalation,C2/m,2.745942620000002,64.39559106304031,279.3560918953354,176.82659804009361,767.0957988920386,0.08258440450000037,0.0389369764062506
mp-300771618,mp-756826,mp-849418,V3Cr2O10,intercalation,P-1,2.719841960000005,118.71783129525814,473.3286317981334,322.89373895704483,1287.3790736339556,0.09303934312499962,0.04043376287500067
mp-300025638,mp-770949,mp-25421,VPCO7,intercalation,P2_1/m,2.7424762025000016,236.4022181899857,634.9587090168874,648.3274576042487,1741.3591490489368,0.0494543602272719,0.014914208333333791
mp-300540990,mp-504854,mp-759586,Na2CoO4,intercalation,Pmnn,2.7698291949999936,141.25869106392247,406.4455760732152,391.2624465563372,1125.7848227861818,0.0221897844074066,0.0
mp-300768084,mp-768084,mp-758647,VO2,intercalation,P-1,2.7929645575000066,110.76465372980974,426.48263361463984,309.3617520911195,1191.15088007495,0.08751044513513763,0.04725095820121794
mp-300771201,mp-755734,mp-35482,Ti(FeO2)4,intercalation,C2/m,2.7278968233333325,191.40944560425518,855.9637264962765,522.145218619842,2334.9807303977545,0.14072057326923115,0.032626464687500516
mp-300761981,mp-765004,mp-758117,FeCO4,intercalation,P2_1/c,2.7153732600000007,183.90521959937087,464.51822824055284,499.3713156745597,1261.3403757469741,0.09834909535714242,0.08913478983333434
mp-300775648,mp-774824,mp-754799,MnV4CuO12,intercalation,C2,2.7767015899999956,101.49676768143787,341.43588390656623,281.8262362009088,948.0655617264164,0.021927639583333658,0.07710233787500087
mp-300775825,mp-754054,mp-849340,VCrO4,intercalation,P2/m,2.7863875449999966,98.81612423995136,395.13939163067397,275.3400178273727,1101.011479378586,0.05262401119318216,0.006912451875000336
mp-300777304,mp-756121,mp-755017,V3CoO8,intercalation,Cm,2.736630585000001,151.57713635629872,585.5553019806887,414.8106273393627,1602.4485486092642,0.040883005000001305,0.07984352023809471
mp-300763431,mp-763431,mp-752519,Mn5O3F5,intercalation,Cm,2.735593549999998,63.11853279655795,239.0182745854697,172.66665120372727,653.8568502881395,0.0966020607692304,0.0842772607142841
mp-300765867,mp-753023,mp-765508,V3(O2F)2,intercalation,P1,2.736988810000008,102.389562704551,403.2207360601416,280.23908738315015,1103.6106425565742,0.06838383444444496,0.09271290744444373
mp-300771549,mp-771076,mp-756455,Ti3VO8,intercalation,P6_3mc,2.7086890975,159.3336082867929,592.0918162012359,431.5852076317715,1603.7926472632614,0.11112531979166462,0.036699696964285884
mp-300755915,mp-755915,mp-754751,Nb3TeO12,intercalation,P1,2.7046293600000064,42.80867645206138,198.96102199217563,115.78160319498613,538.1158215756452,0.018117150263158518,0.03923894715624954
mp-300757464,mp-757464,mp-757155,Nb(PO3)4,intercalation,P-1,2.719798845000008,64.46767207776819,189.58759158035653,175.33910005695316,515.6401126065869,0.043925885834734224,0.07227877907804192
mp-300756177,mp-756177,mp-754249,ZrNb(TeO6)2,intercalation,P1,2.7137848499999904,40.66454812530293,198.86083626681167,110.35483463454258,539.6655247192022,0.01923918663533719,0.05760302439583409
mp-300769945,mp-754987,mp-753770,FePCO7,intercalation,P-1,2.7303745099999985,115.69904353471985,318.2886422594668,315.90171929857917,869.0471956477567,0.00585992869791685,0.03729269173077121
mp-300773454,mp-773454,mp-768424,CoO4,intercalation,Pnnm,2.7256574233333346,127.51616320652391,352.9867000763073,347.565376838847,962.1208194009242,0.061991341288289085,0.05636272162499977
mp-300770383,mp-770383,mp-19361,Cr2(SO4)3,intercalation,C2/c,2.7358154074999925,132.00684796843927,370.4487910321962,361.14636856756533,1013.4795101956274,0.0,0.03942744864217751
mp-300769617,mp-769617,mp-776068,VCrO4,intercalation,P-1,2.7242041666666745,148.22418635992702,591.3905066064746,403.79294608249086,1611.0684822244739,0.056375567440476,0.0066210277083325044
mp-300032071,mp-25827,mp-32108,Mo2P3O11,intercalation,C2,2.7761124250000018,57.300486475774676,202.7201280468626,159.07259246394267,562.7738662684866,0.0,0.021313756029412545
mp-300764909,mp-756806,mp-774508,Mn3Cr(PO4)4,intercalation,P1,2.7795928080000007,212.23830660538098,674.5244773668403,589.9360706224162,1874.9033861088285,0.015428905937501012,0.0021547898214295813
mp-300781073,mp-779022,mp-759339,CoO4,intercalation,Pbca,2.7789946837500006,170.0215509420319,446.5449197867694,472.48898619083656,1240.9459581430024,0.07402175575925883,0.0672377200000005
mp-300770986,mp-754909,mp-754594,VBO4,intercalation,I-4,2.775150699999999,201.98402417253453,572.1876822100188,560.5361060712258,1587.907046816511,0.0,0.08790508650793516
mp-300032483,mp-26225,mp-26226,V(PO3)3,intercalation,P2_12_12_1,2.7021168175000065,90.9146169812483,269.9620702172099,245.66191550160275,729.4690500210406,0.011312671346155769,0.020117729241496463
mp-300768114,mp-768114,mp-767633,Ti9O20,intercalation,C2/m,2.7277466949999734,67.6431876600416,235.49606126256327,184.51348157894142,642.3736027944682,0.06498426772727227,0.0055033480476200936
mp-300763373,mp-758018,mp-757790,P2WO8,intercalation,C2/m,2.7517781050000005,135.8392984176793,596.3084128716063,373.79960718433114,1640.9084343673867,0.05193807986111043,0.05383593776785745
mp-300771304,mp-771304,mp-771979,SiSbCO7,intercalation,P2_1/m,2.7253102850000066,181.90536930435348,566.9730564141881,495.7485738618792,1545.177501963476,0.07898432749999884,0.0880626074038462
mp-300025907,mp-25907,mp-25908,Sn(PO3)4,intercalation,Pbcn,2.769393657499998,60.70016822139328,162.09346264839073,168.10266088150948,448.90060738066614,0.004442116911764771,0.04262374886574083
mp-300765435,mp-760796,mp-766014,CrFe3(PO4)6,intercalation,R3,2.70245456,31.984726521798038,92.11360967688955,86.43727003918603,248.93284450937023,0.04433557384375053,0.05562662567073051
mp-300777855,mp-777855,mp-776142,NbFe3Cu2(PO4)6,intercalation,P1,2.7868987800000093,108.82463578563309,364.30842522509107,303.2832447049263,1015.2907058035311,0.0526144621874991,0.10006135815624972
mp-300767964,mp-753634,mp-777840,Fe(SiO3)2,intercalation,Fdd2,2.772869529999988,120.78485238870468,338.98660128803857,334.9206368741855,939.9656177898568,0.027561566999999343,0.014573520681817163
mp-300772517,mp-772517,mp-772738,Fe2(PO4)3,intercalation,Cc,2.7956143249999963,31.838484279023863,95.24360617178593,89.0081227367263,266.26438977850273,0.04241849775000084,0.05148411814024456
mp-300540431,mp-540431,mp-26858,Fe5(PO4)4,intercalation,P-1,2.739851449999997,79.64868678550222,277.80024002006803,218.22556997985387,761.1313904293304,0.005260244399998726,0.04379055129629617
mp-300849664,mp-754592,mp-754295,FeOF4,intercalation,I4/m,2.754665090000004,152.62628213951882,480.4714030728388,420.43429122622354,1323.5378007880695,0.07362653901234495,0.06561700550000005
mp-300705367,mp-705367,mp-504284,V4P7O24,intercalation,P-1,2.7329097499999984,33.026724940381484,97.22897649951824,90.25905860013668,265.71801785805417,0.0036200958571406257,0.032134442638888316
mp-300763264,mp-759942,mp-764348,FeSiO4,intercalation,P2_1,2.7439002775000043,165.6354105824061,497.75151564387465,454.4870490608912,1365.7805219012753,0.020495423214285324,0.0071412840624995874
mp-300504358,mp-504358,mp-504359,Cr6P7O24,intercalation,P2_1/m,2.771080229999961,29.140929771619053,93.51963312432173,80.75185437395079,259.15040646765743,0.01588445884009104,0.015716602155389836
mp-300765441,mp-759115,mp-754132,Mn5O3F5,intercalation,R3m,2.798845519999994,63.11853279655795,235.5747945099123,176.65902274661892,659.3374582389873,0.09641979307692328,0.07959001428571355
mp-300762557,mp-758823,mp-758499,FeSiO4,intercalation,Pna2_1,2.713450582500003,165.6354105824061,498.5660828443268,449.44350132745694,1352.8344279086832,0.017726803928570508,0.008524954062499646
mp-300764140,mp-759272,mp-775440,Cr3NiO8,intercalation,P4_332,2.859338985833337,213.0585675933069,874.6038315488385,609.2066685853492,2500.788832706806,0.06074230416666726,0.045794684558824635
mp-300775867,mp-775867,mp-9750,SbPO5,intercalation,P1,2.8419141987499974,111.8257825879387,431.8407155047889,317.7992793229933,1227.2542609914176,0.0,0.06956732453125092
mp-300777781,mp-777781,mp-849226,FeF4,intercalation,P2_1/c,2.8641258824999998,183.9237554309832,429.858471832492,526.7807883364786,1231.1687749873372,0.006655828518518979,0.07792395607142844
mp-300763964,mp-760934,mp-772319,Co3Ni5O16,intercalation,Cm,2.8244086950000105,69.8043447503468,344.6005109057383,197.15599826165783,973.2926793036132,0.03235847241071532,0.06582306821705419
mp-300774319,mp-774319,mp-766008,Ti2Fe3Ni3O16,intercalation,P1,2.8827105400000037,210.27653247452648,878.9739288555803,606.1663764789704,2533.8274090971945,0.06826100894810416,0.10408184257352904
mp-300770979,mp-755460,mp-769572,AlVO4,intercalation,P-1,2.8234831799999984,172.02200547250678,621.9050726591487,485.70123904149045,1755.9385122097833,0.09261003514285626,0.02251577468750021
